"presenca" "lat" "lon" "class" "especie" "area" "Incidencia" "Total_erradicadas" "total_plantas"
"324" "Absent" -20.4425 -44.1422 "Mini" "Mandarins" 4 0 0 2000
"325" "Absent" -20.3681 -44.1419 "Mini" "Mandarins" 8 0 0 4000
"326" "Present" -19.56628 -44.14139 "Mini" "Mandarins" 2.4 0.17 2 1200
"327" "Present" -19.55614 -44.14111 "Mini" "Mandarins" 2 15 150 1000
"328" "Present" -20.44389 -44.1411 "Small" "Mandarins" 12 0.03 2 6000
"329" "Absent" -20.44389 -44.1406 "Mini" "Mandarins" 5.6 0 0 2800
"330" "Absent" -20.45086 -44.1392 "Small" "Mandarins" 16 0 0 8000
"331" "Present" -19.51378 -44.13861 "Small" "Mandarins" 30 0.35 53 15000
"332" "Present" -20.41361 -44.1386 "Mini" "Mandarins" 4 7.25 150 2070
"333" "Absent" -20.41333 -44.1386 "Mini" "Mandarins" 6 0 0 3000
"334" "Absent" -20.4875 -44.1381 "Mini" "Mandarins" 5.79 0 0 2910
"335" "Absent" -20.44944 -44.1378 "Small" "Mandarins" 12 0 0 6000
"336" "Absent" -19.56392 -44.13778 "Mini" "Mandarins" 2 0 0 800
"337" "Absent" -20.43306 -44.1364 "Mini" "Mandarins" 10 0 0 6000
"338" "Present" -20.42233 -44.1359 "Mini" "Mandarins" 6 0.2 6 3003
"339" "Absent" -19.58175 -44.13528 "Mini" "Mandarins" 4.2 0 0 2100
"340" "Absent" -19.51075 -44.13528 "Mini" "Mandarins" 9.3 0 0 5450
"341" "Absent" -19.55456 -44.135 "Mini" "Mandarins" 4.2 0 0 2100
"342" "Absent" -20.43458 -44.13436 "Mini" "Mandarins" 2.4 0 0 1200
"343" "Present" -20.49528 -44.1335 "Mini" "Mandarins" 4 0.2 4 2000
"344" "Present" -20.42028 -44.1333 "Small" "Mandarins" 14.4 0.38 27 7200
"345" "Absent" -20.43253 -44.1331 "Mini" "Mandarins" 6 0 0 3000
"346" "Present" -20.43306 -44.1328 "Mini" "Mandarins" 6 0.2 6 3006
"347" "Absent" -20.4031 -44.1328 "Small" "Mandarins" 24 0 0 12000
"348" "Present" -20.39694 -44.1325 "Small" "Mandarins" 12 2.7 162 6002
"349" "Present" -20.42861 -44.1308 "Small" "Mandarins" 31.8 0.16 26 16002
"350" "Absent" -20.5069 -44.1306 "Small" "Mandarins" 15 0 0 7500
"351" "Present" -20.40639 -44.1303 "Mini" "Mandarins" 8.4 0.24 10 4200
"352" "Present" -20.40583 -44.13 "Mini" "Mandarins" 6.8 0.29 10 3400
"353" "Present" -20.4269 -44.13 "Mini" "Mandarins" 6 0.33 10 3000
"354" "Present" -19.57303 -44.13 "Small" "Mandarins" 12.2 1.23 75 6100
"355" "Absent" -19.57303 -44.13 "Mini" "Mandarins" 10 0 0 5000
"356" "Present" -20.37139 -44.1297 "Small" "Mandarins" 26 3.93 526 13380
"357" "Present" -20.42711 -44.1293 "Mini" "Mandarins" 5.6 0.14 4 2802
"358" "Absent" -19.57889 -44.12889 "Mini" "Mandarins" 8 0 0 4000
"359" "Present" -20.4267 -44.1283 "Small" "Mandarins" 32 0.14 22 16000
"360" "Present" -19.5725 -44.12778 "Small" "Mandarins" 32 0.03 4 16000
"361" "Present" -20.37139 -44.1275 "Mini" "Mandarins" 7 15.21 610 4010
"362" "Absent" -19.59722 -44.12722 "Mini" "Mandarins" 3.2 0 0 1600
"363" "Absent" -19.59606 -44.12694 "Mini" "Mandarins" 2.4 0 0 1200
"364" "Absent" -20.46939 -44.1268 "Mini" "Mandarins" 6 0 0 3000
"365" "Present" -20.41819 -44.1261 "Mini" "Mandarins" 8.5 0.02 1 4250
"366" "Present" -20.40278 -44.1261 "Small" "Mandarins" 18 0.33 30 9000
"367" "Absent" -19.57111 -44.12444 "Mini" "Mandarins" 3 0 0 1500
"368" "Absent" -20.39611 -44.1244 "Mini" "Mandarins" 8 0 0 4000
"369" "Present" -20.4275 -44.1233 "Mini" "Mandarins" 10 3.48 175 5025
"370" "Present" -20.45222 -44.1228 "Mini" "Mandarins" 2 15 150 1000
"371" "Absent" -19.56391 -44.12278 "Small" "Mandarins" 16 0 0 8000
"372" "Absent" -20.42472 -44.1225 "Mini" "Mandarins" 5 0 0 2500
"373" "Absent" -20.38667 -44.1214 "Small" "Mandarins" 32 0 0 16000
"374" "Present" -20.42472 -44.1212 "Mini" "Mandarins" 7.6 0.16 6 3800
"375" "Absent" -19.58944 -44.12111 "Mini" "Mandarins" 2.2 0 0 1100
"376" "Absent" -20.41056 -44.1211 "Mini" "Mandarins" 8 0 0 4000
"377" "Present" -20.39069 -44.1204 "Medium" "Mandarins" 120 0.04 30 70000
"378" "Present" -20.38989 -44.1203 "Mini" "Mandarins" 4 5 100 2000
"379" "Present" -19.54861 -44.11944 "Mini" "Mandarins" 4.6 0.35 8 2300
"380" "Present" -20.43306 -44.1186 "Small" "Mandarins" 30 0.45 66 14516
"381" "Present" -19.50619 -44.11833 "Small" "Mandarins" 14 0.14 10 7000
"382" "Absent" -20.39083 -44.1183 "Mini" "Mandarins" 8 0 0 4000
"383" "Present" -20.43833 -44.1175 "Small" "Mandarins" 14 0.11 8 7002
"384" "Absent" -20.36719 -44.1149 "Small" "Mandarins" 12 0 0 6000
"385" "Present" -19.63281 -44.11472 "Mini" "Mandarins" 10 0.1 5 5000
"386" "Absent" -20.44278 -44.1147 "Small" "Mandarins" 16 0 0 8000
"387" "Absent" -20.4475 -44.1147 "Small" "Mandarins" 35 0 0 17500
"388" "Present" -20.39944 -44.1142 "Small" "Mandarins" 22 0.05 5 11000
"389" "Present" -19.59778 -44.11361 "Small" "Mandarins" 16.5 0.1 8 8250
"390" "Absent" -20.38917 -44.1125 "Small" "Mandarins" 11 0 0 5500
"391" "Absent" -20.35633 -44.1122 "Small" "Mandarins" 14 0 0 7000
"392" "Absent" -19.52694 -44.11167 "Mini" "Mandarins" 0.8 0 0 400
"393" "Present" -20.40378 -44.1113 "Mini" "Mandarins" 6 0.67 20 3000
"394" "Present" -20.41278 -44.1111 "Small" "Mandarins" 34 0.06 10 16751
"395" "Absent" -20.47319 -44.1111 "Mini" "Mandarins" 1.23 0 0 615
"396" "Present" -20.50637 -44.1101 "Mini" "Mandarins" 10 0.08 4 5000
"397" "Present" -20.43839 -44.109 "Small" "Mandarins" 28 0.78 110 14110
"398" "Absent" -19.56167 -44.10889 "Mini" "Mandarins" 2.5 0 0 1562
"399" "Absent" -19.57167 -44.10861 "Small" "Mandarins" 12 0 0 6000
"400" "Absent" -20.42833 -44.1086 "Small" "Mandarins" 12 0 0 6000
"401" "Absent" -19.55833 -44.10694 "Mini" "Mandarins" 6 0 0 3000
"402" "Absent" -19.56092 -44.10611 "Mini" "Mandarins" 4.6 0 0 2300
"403" "Absent" -19.52936 -44.10556 "Mini" "Mandarins" 1.6 0 0 800
"404" "Present" -19.53017 -44.10472 "Mini" "Mandarins" 5.6 0.17 6 3500
"405" "Present" -20.3903 -44.1044 "Mini" "Mandarins" 7 0.57 20 3500
"406" "Absent" -19.5325 -44.10417 "Mini" "Mandarins" 1 0 0 500
"407" "Absent" -20.37581 -44.104 "Mini" "Mandarins" 2.4 0 0 1200
"408" "Present" -20.45611 -44.1039 "Small" "Mandarins" 12 0.17 10 6000
"409" "Absent" -20.3756 -44.1039 "Mini" "Mandarins" 2.4 0 0 1200
"410" "Absent" -19.62419 -44.10389 "Mini" "Mandarins" 2.4 0 0 1200
"411" "Absent" -19.60783 -44.10333 "Mini" "Mandarins" 3.4 0 0 1700
"412" "Present" -20.43111 -44.1033 "Small" "Mandarins" 12 0.22 13 6000
"413" "Absent" -19.55808 -44.10306 "Mini" "Mandarins" 1.56 0 0 975
"414" "Absent" -20.40614 -44.1028 "Small" "Mandarins" 22 0 0 11000
"415" "Absent" -19.66586 -44.1025 "Mini" "Mandarins" 8 0 0 4000
"416" "Absent" -20.30722 -44.1019 "Small" "Mandarins" 50 0 0 25000
"417" "Absent" -19.59006 -44.10056 "Mini" "Mandarins" 6 0 0 3000
"418" "Present" -20.42194 -44.0992 "Small" "Mandarins" 14 0.06 4 7000
"419" "Present" -20.41392 -44.0986 "Mini" "Mandarins" 6 2.37 71 3001
"420" "Present" -19.58278 -44.09833 "Mini" "Mandarins" 5 92 2300 2500
"421" "Absent" -20.32136 -44.0978 "Mini" "Mandarins" 6.3 0 0 3150
"422" "Present" -19.56114 -44.0975 "Mini" "Mandarins" 8 0.25 10 4000
"423" "Absent" -19.55378 -44.09694 "Mini" "Mandarins" 4 0 0 2000
"424" "Absent" -20.48 -44.0967 "Small" "Mandarins" 21 0 0 11000
"425" "Absent" -20.4372 -44.0967 "Mini" "Mandarins" 9 0 0 4500
"426" "Present" -20.41167 -44.0961 "Mini" "Mandarins" 8 3.57 145 4065
"427" "Present" -19.60394 -44.09583 "Small" "Mandarins" 16.1 0.07 6 8050
"428" "Present" -20.42933 -44.0945 "Small" "Mandarins" 17.4 0.05 4 8700
"429" "Absent" -20.4219 -44.0942 "Mini" "Mandarins" 3.56 0 0 1780
"430" "Absent" -19.53661 -44.09417 "Mini" "Mandarins" 1 0 0 500
"431" "Present" -20.41142 -44.0936 "Mini" "Mandarins" 8 4.08 170 4170
"432" "Absent" -20.3306 -44.0931 "Small" "Mandarins" 12 0 0 6666
"433" "Present" -20.4772 -44.0928 "Small" "Mandarins" 23.4 0.1 12 11700
"434" "Absent" -19.52278 -44.09278 "Small" "Mandarins" 23.4 0 0 11700
"435" "Absent" -19.57642 -44.09 "Mini" "Mandarins" 4.68 0 0 2925
"436" "Present" -20.42874 -44.0895 "Small" "Mandarins" 11.6 1.03 60 5800
"437" "Present" -20.41611 -44.0894 "Mini" "Mandarins" 4 1.09 22 2011
"438" "Present" -19.52311 -44.08833 "Mini" "Mandarins" 4 0.05 1 2000
"439" "Present" -20.41444 -44.0883 "Small" "Mandarins" 12 0.09 6 7000
"440" "Absent" -20.3819 -44.0881 "Mini" "Mandarins" 10 0 0 5000
"441" "Present" -20.40069 -44.0878 "Small" "Mandarins" 31 0.01 1 15500
"442" "Present" -20.38639 -44.0861 "Small" "Mandarins" 16 0.88 70 8000
"443" "Absent" -20.43028 -44.0858 "Mini" "Mandarins" 6 0 0 3000
"444" "Absent" -20.47139 -44.0856 "Small" "Mandarins" 24 0 0 12000
"445" "Present" -20.42778 -44.0833 "Small" "Mandarins" 20 0.3 30 10000
"446" "Absent" -20.38222 -44.0828 "Small" "Mandarins" 24 0 0 12000
"447" "Absent" -20.38178 -44.0826 "Mini" "Mandarins" 5 0 0 2500
"448" "Present" -19.56558 -44.08194 "Mini" "Mandarins" 8.8 0.07 4 5500
"449" "Absent" -20.41239 -44.0818 "Small" "Mandarins" 14 0 0 8000
"450" "Absent" -20.41239 -44.0818 "Small" "Mandarins" 13 0 0 7000
"451" "Absent" -20.3453 -44.0817 "Mini" "Mandarins" 0.68 0 0 340
"452" "Present" -19.5355 -44.08167 "Mini" "Mandarins" 3.6 0.17 3 1800
"453" "Present" -20.46092 -44.0814 "Mini" "Mandarins" 7.2 0.83 30 3600
"454" "Absent" -19.48747 -44.08139 "Small" "Mandarins" 18.8 0 0 9400
"455" "Present" -20.47694 -44.0811 "Small" "Mandarins" 16 9.09 800 8800
"456" "Present" -20.47694 -44.0811 "Small" "Mandarins" 12 0.03 2 6002
"457" "Absent" -20.3425 -44.0808 "Mini" "Mandarins" 7.1 0 0 4200
"458" "Absent" -20.41972 -44.0806 "Mini" "Mandarins" 7 0 0 3500
"459" "Present" -20.45778 -44.08 "Small" "Mandarins" 50 1.31 328 25008
"460" "Present" -20.4597 -44.0797 "Mini" "Mandarins" 9.42 2.04 120 5890
"461" "Present" -20.39972 -44.0789 "Small" "Mandarins" 30 0.67 100 15000
"462" "Absent" -20.395 -44.0789 "Mini" "Mandarins" 6 0 0 4000
"463" "Present" -20.46083 -44.0781 "Small" "Mandarins" 24 3.33 406 12186
"464" "Absent" -20.3865 -44.077 "Small" "Mandarins" 16 0 0 5000
"465" "Present" -20.4347 -44.0767 "Small" "Mandarins" 18 2.78 250 9000
"466" "Present" -20.43472 -44.0767 "Small" "Mandarins" 18 0.11 10 9010
"467" "Absent" -20.4944 -44.0758 "Mini" "Mandarins" 1.5 0 0 750
"468" "Absent" -20.43375 -44.0756 "Mini" "Mandarins" 4.12 0 0 2060
"469" "Absent" -19.56625 -44.07556 "Mini" "Mandarins" 5.04 0 0 2600
"470" "Absent" -19.56625 -44.07555 "Small" "Mandarins" 10.2 0 0 5100
"471" "Present" -20.43556 -44.0753 "Small" "Mandarins" 24 0.1 12 12000
"472" "Present" -20.4925 -44.075 "Small" "Mandarins" 20 0.02 2 10000
"473" "Present" -20.38 -44.0747 "Small" "Mandarins" 20.6 0.17 17 10300
"474" "Absent" -19.56844 -44.07361 "Mini" "Mandarins" 4 0 0 2000
"475" "Present" -20.4314 -44.0736 "Mini" "Mandarins" 4 3 60 2000
"476" "Present" -20.44 -44.0719 "Small" "Mandarins" 11.4 0.96 50 5200
"477" "Absent" -20.49306 -44.0711 "Small" "Mandarins" 15 0 0 7500
"478" "Present" -20.44083 -44.0706 "Small" "Mandarins" 14 0.04 3 7000
"479" "Absent" -20.44083 -44.0706 "Small" "Mandarins" 21 0 0 10500
"480" "Absent" -19.565 -44.06917 "Mini" "Mandarins" 1.4 0 0 700
"481" "Present" -20.46564 -44.0662 "Mini" "Mandarins" 9 0.29 13 4513
"482" "Absent" -19.63028 -44.06528 "Mini" "Mandarins" 8 0 0 4000
"483" "Present" -20.42528 -44.0633 "Small" "Mandarins" 22 0.04 4 11000
"484" "Absent" -19.51256 -44.06222 "Mini" "Mandarins" 2 0 0 4000
"485" "Absent" -20.4289 -44.0622 "Mini" "Mandarins" 3.8 0 0 1900
"486" "Absent" -19.56939 -44.06194 "Mini" "Mandarins" 4 0 0 2000
"487" "Absent" -20.4253 -44.0586 "Mini" "Mandarins" 2.96 0 0 1480
"488" "Present" -19.57789 -44.05722 "Mini" "Mandarins" 1.4 0.43 3 700
"489" "Absent" -19.57114 -44.05722 "Mini" "Mandarins" 6.32 0 0 3160
"490" "Absent" -20.39806 -44.0572 "Mini" "Mandarins" 4.8 0 0 2400
"491" "Absent" -19.57439 -44.05694 "Mini" "Mandarins" 4.52 0 0 2260
"492" "Absent" -19.59103 -44.05611 "Mini" "Mandarins" 2.4 0 0 1200
"493" "Absent" -19.64739 -44.05333 "Mini" "Mandarins" 4 0 0 2000
"494" "Absent" -19.59711 -44.04611 "Mini" "Mandarins" 3.6 0 0 1800
"495" "Present" -19.51286 -44.0425 "Mini" "Mandarins" 8 0.1 4 4000
"496" "Absent" -20.37194 -44.0406 "Mini" "Mandarins" 7 0 0 3500
"497" "Absent" -20.3725 -44.0403 "Mini" "Mandarins" 6 0 0 3000
"498" "Absent" -19.59801 -44.04 "Mini" "Mandarins" 6.8 0 0 3400
"499" "Absent" -20.37239 -44.0399 "Small" "Mandarins" 20.6 0 0 10300
"500" "Present" -20.4575 -44.0386 "Small" "Mandarins" 15 2.86 215 7525
"501" "Absent" -20.47611 -44.0346 "Mini" "Mandarins" 3.4 0 0 1700
"502" "Present" -20.48658 -44.0324 "Small" "Mandarins" 22 0.18 20 11020
"503" "Absent" -20.46231 -44.0309 "Small" "Mandarins" 18 0 0 9000
"504" "Absent" -20.43481 -44.0276 "Small" "Mandarins" 14.5 0 0 7200
"505" "Absent" -20.3861 -44.0272 "Small" "Mandarins" 13.2 0 0 6500
"506" "Present" -20.427 -44.0248 "Small" "Mandarins" 23 0.57 66 11519
"507" "Absent" -20.38889 -44.0242 "Small" "Mandarins" 15 0 0 7500
"508" "Present" -20.42556 -44.0156 "Small" "Mandarins" 16.3 0.38 30 8000
"509" "Absent" -20.42583 -44.0142 "Small" "Mandarins" 16 0 0 8000
"510" "Absent" -20.42583 -44.0142 "Small" "Mandarins" 16 0 0 8000
"511" "Absent" -20.43806 -44.0139 "Mini" "Mandarins" 3.6 0 0 1800
"512" "Present" -20.4528 -44.0128 "Small" "Mandarins" 16 0.4 32 8000
"513" "Present" -20.45806 -44.0122 "Small" "Mandarins" 46 0.57 131 23021
"514" "Present" -20.45472 -44.01 "Small" "Mandarins" 18 1.67 151 9051
"515" "Present" -20.36944 -44.0097 "Small" "Mandarins" 20 0.3 30 10000
"516" "Present" -20.44028 -44.0089 "Mini" "Mandarins" 4 0.4 8 2000
"517" "Absent" -20.44672 -44.0079 "Mini" "Mandarins" 6 0 0 3000
"518" "Present" -20.4617 -44.0069 "Small" "Mandarins" 34 0.01 1 17000
"519" "Absent" -20.4456 -44.0061 "Mini" "Mandarins" 8.4 0 0 4200
"520" "Absent" -20.42972 -44.0058 "Mini" "Mandarins" 4 0 0 2000
"521" "Absent" -19.60389 -44.00306 "Mini" "Mandarins" 10 0 0 5000
"522" "Absent" -19.55833 -44.00222 "Mini" "Mandarins" 3.4 0 0 1700
"523" "Absent" -20.44167 -44.0003 "Mini" "Mandarins" 2.3 0 0 1200
"524" "Absent" -20.4539 -43.9967 "Mini" "Mandarins" 6.4 0 0 3200
"525" "Absent" -19.55581 -43.99556 "Mini" "Mandarins" 2.2 0 0 1100
"526" "Absent" -19.55903 -43.98861 "Mini" "Mandarins" 3.6 0 0 1800
"527" "Absent" -19.56128 -43.98722 "Mini" "Mandarins" 4.59 0 0 2295
"528" "Absent" -19.55819 -43.985 "Mini" "Mandarins" 2.52 0 0 1260
"529" "Present" -19.55889 -43.98 "Mini" "Mandarins" 8 1.3 52 4000
"530" "Absent" -20.44309 -43.979 "Mini" "Mandarins" 1.5 0 0 750
"531" "Absent" -20.4011 -43.955 "Mini" "Mandarins" 6 0 0 3000
"532" "Present" -20.1372 -44.9935 "Mini" "Mandarins" 3 0.3 6 2000
"533" "Present" -19.86281 -44.99333 "Mini" "Mandarins" 2 1.67 20 1200
"534" "Present" -21.04925 -46.6514 "Small" "Sweet orange" 11.5 0.46 30 6524
"535" "Absent" -21.03833 -46.6455 "Small" "Sweet orange" 13 0 0 5600
"536" "Present" -21.10931 -46.6228 "Mini" "Mandarins" 3.5 6.61 119 1800
"537" "Absent" -21.18672 -46.6146 "Mini" "Mandarins" 4.5 0 0 4260
"538" "Present" -21.08467 -46.6056 "Mini" "Sweet orange" 10 0.6 29 4829
"539" "Absent" -21.0844 -46.6056 "Mini" "Sweet orange" 10 0 0 4800
"540" "Present" -21.07369 -46.5999 "Small" "Sweet orange" 23.15 1.28 120 9370
"541" "Present" -21.07611 -46.5934 "Mini" "Sweet orange" 2 0.27 3 1103
"542" "Absent" -20.92389 -46.59333 "Mini" "Sweet orange" 2.5 0 0 1200
"543" "Absent" -20.39 -44.4103 "Mini" "Mandarins" 3 0 0 1500
"544" "Absent" -20.34956 -44.3276 "Mini" "Mandarins" 2 0 0 1000
"545" "Present" -20.35367 -44.3251 "Mini" "Mandarins" 2.5 0.99 15 1515
"546" "Absent" -20.0589 -46.5595 "Small" "Mandarins" 11 0 0 5500
"547" "Present" -20.67542 -46.55944 "Mini" "Mandarins" 2 1.44 23 1600
"548" "Absent" -21.22278 -44.9674 "Small" "Sweet orange" 12 0 0 6850
"549" "Present" -20.47444 -44.3328 "Small" "Mandarins" 11.2 0.36 20 5601
"550" "Absent" -20.52889 -44.3239 "Small" "Mandarins" 17 0 0 8300
"551" "Absent" -20.5064 -44.3131 "Small" "Mandarins" 25.2 0 0 14000
"552" "Present" -20.48575 -44.3112 "Small" "Mandarins" 16 0.12 10 8350
"553" "Present" -20.51 -44.31 "Small" "Mandarins" 15.2 0.04 3 7603
"554" "Absent" -20.505 -44.3061 "Small" "Mandarins" 14.3 0 0 7600
"555" "Absent" -19.46964 -44.30222 "Mini" "Mandarins" 6.6 0 0 3300
"556" "Absent" -19.47178 -44.30194 "Mini" "Mandarins" 10 0 0 5000
"557" "Absent" -20.4614 -44.2961 "Small" "Mandarins" 27.78 0 0 13000
"558" "Present" -20.46114 -44.2873 "Mini" "Mandarins" 10 0.6 30 5000
"559" "Present" -20.47028 -44.2849 "Small" "Mandarins" 12.8 0.57 37 6500
"560" "Absent" -19.53167 -44.27972 "Small" "Mandarins" 24.7 0 0 15000
"561" "Absent" -20.4536 -44.2742 "Mini" "Mandarins" 2.9 0 0 2500
"562" "Present" -20.43694 -44.2636 "Small" "Mandarins" 22.5 0.1 15 15000
"563" "Absent" -20.44378 -44.2624 "Mini" "Mandarins" 2.9 0 0 1300
"564" "Present" -20.41975 -44.2222 "Mini" "Mandarins" 6 2.07 75 3629
"565" "Present" -20.42 -44.2147 "Mini" "Mandarins" 7 0.14 5 3505
"566" "Absent" -20.42194 -44.2106 "Mini" "Mandarins" 6 0 0 3000
"567" "Present" -19.47194 -44.20361 "Small" "Mandarins" 37.08 0.84 173 20600
"568" "Present" -19.49047 -44.2025 "Small" "Mandarins" 39.6 0.13 26 19400
"569" "Present" -20.51611 -44.2019 "Medium" "Mandarins" 51 0.02 4 25004
"570" "Present" -20.42425 -44.1981 "Small" "Mandarins" 25.7 1.69 235 13878
"571" "Present" -19.58831 -44.19778 "Small" "Mandarins" 13.8 0.24 17 7200
"572" "Present" -20.45472 -44.1911 "Small" "Mandarins" 34 0.01 2 17000
"573" "Present" -20.41944 -44.1906 "Mini" "Mandarins" 1.5 10.61 95 895
"574" "Present" -20.42528 -44.1875 "Mini" "Mandarins" 2.2 0.18 2 1102
"575" "Absent" -20.43278 -44.1831 "Mini" "Mandarins" 0.36 0 0 160
"576" "Absent" -20.46247 -44.1803 "Mini" "Mandarins" 8.2 0 0 4100
"577" "Absent" -20.43558 -44.1791 "Small" "Mandarins" 13.2 0 0 6600
"578" "Present" -20.45083 -44.1775 "Small" "Mandarins" 21 0.15 16 10600
"579" "Absent" -20.43556 -44.1733 "Small" "Mandarins" 12 0 0 6000
"580" "Absent" -20.45694 -44.1692 "Medium" "Mandarins" 142 0 0 71000
"581" "Absent" -20.45528 -44.1689 "Small" "Mandarins" 20 0 0 10000
"582" "Absent" -20.44528 -44.1617 "Mini" "Mandarins" 8 0 0 4000
"583" "Absent" -20.43447 -44.1601 "Mini" "Mandarins" 7 0 0 3500
"584" "Present" -20.4742 -44.1592 "Mini" "Mandarins" 5.4 0.74 20 2700
"585" "Absent" -19.53214 -44.1575 "Mini" "Mandarins" 6.4 0 0 3200
"586" "Absent" -20.4675 -44.1542 "Mini" "Mandarins" 5.4 0 0 2700
"587" "Present" -20.46472 -44.1514 "Mini" "Mandarins" 8 0.38 15 4000
"588" "Present" -20.38722 -46.5508 "Mini" "Sweet orange" 0.5 6 15 250
"589" "Present" -20.39639 -46.0736 "Mini" "Sweet orange" 5 0.24 4 1700
"590" "Absent" -20.39281 -46.0626 "Mini" "Mandarins" 7.1 0 0 3000
"591" "Absent" -20.40447 -45.9842 "Small" "Sweet orange" 15.4 0 0 8000
"592" "Present" -20.39167 -45.9528 "Small" "Sweet orange" 12.47 0.16 4 2504
"593" "Present" -19.6075 -45.95278 "Small" "Sweet orange" 12.47 0.12 3 2500
"594" "Present" -21.132 -46.5469 "Small" "Sweet orange" 29.7 0.02 3 14000
"595" "Absent" -21.13275 -46.5403 "Small" "Mandarins" 30.2 0 0 14000
"596" "Present" -21.12636 -46.5312 "Medium" "Sweet orange" 69 2.22 600 27000
"597" "Present" -21.56694 -46.4714 "Mini" "Acid lime" 9.84 0.3 12 4000
"598" "Present" -21.56017 -46.4505 "Small" "Sweet orange" 26.4 0.05 6 10967
"599" "Present" -21.55594 -46.4486 "Medium" "Sweet orange" 75.6 0.04 13 30860
"600" "Present" -21.55007 -46.4383 "Small" "Acid lime" 34 0.83 115 13900
"601" "Present" -21.54931 -46.437 "Small" "Acid lime" 12 1.18 54 4570
"602" "Present" -21.55 -46.4256 "Medium" "Acid lime" 80 0.41 125 30523
"603" "Absent" -22.43044 -46.4613 "Mini" "Mandarins" 3 0 0 3000
"604" "Present" -22.43778 -46.4592 "Mini" "Mandarins" 6 100 5500 5500
"605" "Absent" -21.55931 -46.4497 "Small" "Acid lime" 28.8 0 0 11000
"606" "Absent" -21.74083 -46.4206 "Mini" "Mandarins" 0.8 0 0 700
"607" "Absent" -21.74172 -46.4181 "Mini" "Mandarins" 2.4 0 0 900
"608" "Absent" -20.2517 -44.3092 "Small" "Mandarins" 15 0 0 4000
"609" "Absent" -22.5125 -46.4164 "Small" "Mandarins" 30 0 0 14650
"610" "Absent" -21.4875 -46.41639 "Small" "Mandarins" 30 0 0 14650
"611" "Absent" -21.31789 -46.3738 "Mini" "Acid lime" 2.5 0 0 200
"612" "Present" -20.5364 -46.315 "Mini" "Mandarins" 10 0.11 5 4700
"613" "Absent" -22.3003 -46.2956 "Mini" "Mandarins" 1.5 0 0 1400
"614" "Present" -22.3106 -46.2853 "Mini" "Mandarins" 0.36 10.68 55 515
"615" "Absent" -20.85716 -46.2686 "Mini" "Acid lime" 2 0 0 640
"616" "Absent" -21.97569 -46.2452 "Small" "Sweet orange" 22 0 0 6000
"617" "Present" -19.46587 -46.21889 "Medium" "Mandarins" 196.53 0.36 264 74353
"618" "Present" -19.5482 -46.21056 "Mini" "Mandarins" 2 19.6 186 949
"619" "Absent" -21.5422 -46.1917 "Small" "Sweet orange" 29 0 0 13000
"620" "Absent" -20.45769 -46.19167 "Small" "Sweet orange" 29 0 0 13000
"621" "Present" -21.57667 -46.1852 "Medium" "Sweet orange" 58.05 4.55 1348 29621
"622" "Absent" -21.24467 -46.1776 "Medium" "Sweet orange" 97.9 0 0 40000
"623" "Present" -21.59347 -46.1664 "Small" "Mandarins" 31.7 5.16 738 14299
"624" "Present" -21.58625 -46.1664 "Small" "Mandarins" 20.93 5.52 467 8467
"625" "Present" -21.59136 -46.1659 "Small" "Mandarins" 31.68 4.81 694 14426
"626" "Present" -21.60908 -46.1631 "Small" "Sweet orange" 27.32 3.92 520 13278
"627" "Present" -21.59033 -46.1591 "Small" "Sweet orange" 26 0.73 144 19724
"628" "Present" -20.0508 -48.7053 "Large" "Sweet orange" 218.52 0.03 41 118467
"629" "Present" -20.04847 -48.6877 "Large" "Sweet orange" 285.73 1.05 1577 150889
"630" "Present" -19.95153 -48.6875 "Medium" "Sweet orange" 58.23 0.25 76 30890
"631" "Absent" -21.95511 -46.1083 "Mini" "Mandarins" 1.5 0 0 1500
"632" "Absent" -21.92758 -46.1041 "Mini" "Lemon" 3 0 0 500
"633" "Present" -21.91639 -45.1456 "Small" "Mandarins" 14 1.32 107 8093
"634" "Absent" -21.93125 -45.1143 "Mini" "Mandarins" 1 0 0 500
"635" "Present" -21.93147 -45.0977 "Mini" "Mandarins" 1 6.06 37 611
"636" "Present" -21.86014 -45.0621 "Mini" "Mandarins" 4 6.93 111 1602
"637" "Present" -21.8769 -45.0581 "Mini" "Mandarins" 9.38 0.25 5 2000
"638" "Present" -21.87694 -45.0581 "Mini" "Mandarins" 9.38 5.93 126 2126
"639" "Present" -21.86919 -45.0539 "Mini" "Mandarins" 3 4.2 65 1546
"640" "Absent" -21.85456 -45.0484 "Mini" "Lemon" 2 0 0 1000
"641" "Present" -21.82236 -45.0446 "Mini" "Sweet orange" 3 21.64 275 1271
"642" "Present" -21.89308 -45.0337 "Mini" "Mandarins" 4 1.22 25 2054
"643" "Present" -21.84558 -45.0318 "Small" "Mandarins" 14.4 0.13 10 7755
"644" "Present" -21.93147 -45.0242 "Mini" "Mandarins" 1 3.33 20 600
"645" "Present" -21.8453 -45.0212 "Mini" "Mandarins" 2 8.61 92 1069
"646" "Present" -21.94789 -45.0212 "Mini" "Mandarins" 4 3.29 76 2308
"647" "Present" -21.88931 -45.0109 "Mini" "Mandarins" 0.3 2.91 9 309
"648" "Absent" -21.84436 -44.9487 "Mini" "Sweet orange" 2.6 0 0 1000
